Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Baird T.","56400500600;","Knowledge of practice: A multi-sited event ethnography of border security fairs in Europe and North America",2017,"Security Dialogue","48","3",,"187","205",,12,"10.1177/0967010617691656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020118759&doi=10.1177%2f0967010617691656&partnerID=40&md5=db3046c58c8688a67b5a639037d8b984","Vrije Universiteit Amsterdam, Netherlands","Baird, T., Vrije Universiteit Amsterdam, Netherlands","This article takes the reader inside four border security fairs in Europe and North America to examine the knowledge practices of border security professionals. Building on the border security as practice research agenda, the analysis focuses on the production, circulation, and consumption of scarce forms of knowledge. To explore situated knowledge of border security practices, I develop an approach to multi-sited event ethnography to observe and interpret knowledge that may be hard to access at the security fairs. The analysis focuses on mechanisms for disseminating and distributing scarce forms of knowledge, technological materializations of situated knowledge, expressions of transversal knowledge of security problems, how masculinities structure knowledge in gendered ways, and how unease is expressed through imagined futures in order to anticipate emergent solutions to proposed security problems. The article concludes by reflecting on the contradictions at play at fairs and how to address such contradictions through alternative knowledges and practices. © 2017, © The Author(s) 2017.","Border security; critical anthropology of security; practice; security fairs; security industry",,,,,,,,,,,,,"Baird, T.; Vrije Universiteit Amsterdam, De Boelelaan 1105, Netherlands; email: t.e.baird@vu.nl",,"SAGE Publications Ltd",09670106,,SDIAE,,"English","Secur. Dialogue",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85020118759
"Dijstelbloem H., van Reekum R., Schinkel W.","56159424200;38863146600;6603689247;","Surveillance at sea: The transactional politics of border control in the Aegean",2017,"Security Dialogue","48","3",,"224","240",,24,"10.1177/0967010617695714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020118309&doi=10.1177%2f0967010617695714&partnerID=40&md5=7af91e60741ec6363bafec87dee3b888","University of Amsterdam, Netherlands; Erasmus University Rotterdam, Netherlands","Dijstelbloem, H., University of Amsterdam, Netherlands; van Reekum, R., Erasmus University Rotterdam, Netherlands; Schinkel, W., Erasmus University Rotterdam, Netherlands","The relationship between vision and action is a key element of both practices and conceptualizations of border surveillance in Europe. This article engages with what we call the ‘operative vision’ of surveillance at sea, specifically as performed by the border control apparatus in the Aegean. We analyse the political consequences of this operative vision by elaborating on three examples of fieldwork conducted in the Aegean and on the islands of Chios and Lesbos. One of the main aims is to bring the figure of the migrant back into the study of border technologies. By combining insights from science and technology studies with border, mobility and security studies, the article distinguishes between processes of intervention, mobilization and realization and emphasizes the role of migrants in their encounter with surveillance operations. Two claims are brought forward. First, engaging with recent scholarly work on the visual politics of border surveillance, we circumscribe an ongoing ‘transactional politics’. Second, the dynamic interplay between vision and action brings about a situation of ‘recalcitrance’, in which mobile objects and subjects of various kinds are drawn into securitized relations, for instance in encounters between coast guard boats and migrant boats at sea. Without reducing migrants to epiphenomena of those relations, this recalcitrance typifies the objects of surveillance as both relatable as well as resistant, particularly in the tensions between border control and search and rescue. © 2017, © The Author(s) 2017.","Aegean; border surveillance; irregular migration; politics; visualization",,"Seventh Framework Programme, FP7: 283679",,,,,,,,,,,"Dijstelbloem, H.; University of Amsterdam, Oude Turfmarkt 141, Netherlands; email: H.O.Dijstelbloem@uva.nl",,"SAGE Publications Ltd",09670106,,SDIAE,,"English","Secur. Dialogue",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85020118309
"Luna-Reyes L.F., Derrick D.C., Langhals B., Nunamaker J.F., Jr.","6507246484;26323440300;55843539600;7005361041;","Collaborative cross-border security infrastructure and systems: Identifying policy, managerial and technological challenges",2017,"Remote Work and Collaboration: Breakthroughs in Research and Practice","2-2",,,"640","658",,,"10.4018/978-1-5225-1918-8.ch033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021377740&doi=10.4018%2f978-1-5225-1918-8.ch033&partnerID=40&md5=04c8286138dbcbf2bb965032286c9749","Universidad de las Américas Puebla, Mexico; University of Nebraska at Omaha, United States; United States Air Force, United States; The University of ArizonaAZ, United States","Luna-Reyes, L.F., Universidad de las Américas Puebla, Mexico; Derrick, D.C., University of Nebraska at Omaha, United States; Langhals, B., United States Air Force, United States; Nunamaker, J.F., Jr., The University of ArizonaAZ, United States","A long-standing problem in the US-Mexico bilateral agenda is migration. Although both countries have important agreements to promote economic exchange and trade, the events of 9/11 and other acts of terrorism have increased concerns about border security. Since the US-Mexico border is one of the most important borders in the world in terms of activity, securing it without interfering with the legitimate flow of people and goods, poses an important challenge. The purpose of this paper is to propose conceptual frameworks and models to facilitate collaboration across national borders, by discussing and considering key factors for collaborative US-Mexico Border Security Infrastructure and Systems. Border security technical solutions pose an interesting domain because there are a myriad of concerns (e.g., political, economic, social and cultural) outside the technical implementation that must be deliberated and examined. In this conceptual study, unique aspects of trust, governance, information sharing, culture, and technical infrastructure are identified as the key ingredients in a cross-border collaboration effort. A bi-national organizational network appears to be an effective institutional design to develop a better understanding of the problem, as well as required policies and technologies. This approach is consistent with experiments, research, and conclusions found in the European Union. © 2017 by IGI Global. All rights reserved.",,,,,,,,,,,,,,"Luna-Reyes, L.F.; Universidad de las Américas PueblaMexico",,"IGI Global",,9781522519195; 1522519181; 9781522519188,,,"English","Remote Work and Collab.: Breakthroughs in Res. and Pract.",Book Chapter,"Final","",Scopus,2-s2.0-85021377740
"Maxine Most C.","57212527338;","The US-VISIT program",2017,"Digital Identity Management: Technological, Business and Social Implications",,,,"153","162",,,"10.4324/9781315257792-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076973162&doi=10.4324%2f9781315257792-24&partnerID=40&md5=4dea9076f83196c9274b63345b0324cd",,"Maxine Most, C.","The United States Visitor and Immigrant Status Indicator Technology (USVISIT) program is the first large-scale implementation of biometrics with global implications. The program was established to improve United States border security by creating an integrated system that tracks the entrance and exits of all foreign nationals who travel to the United States. The initial plans for an automated entry and exit control system originated in 1996 with the United States Illegal Immigration Reform and Immigrant Responsibility Act. It was, however, the unique circumstances created by the events of 9/11 that provided the impetus and momentum that allowed the United States to aggressively pursue an updated version of this program – US-VISIT – with liĴle pushback from inside or outside the country. With the US-VISIT program, the United States has staked its claim in driving global adoption of biometrics for border control, accelerating the adoption of biometrics and other identification-related technologies for this purpose as it drives national programs across Europe, Asia, Latin America and the Middle East. © 2007 David G.W. Birch. All rights reserved.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781351944120; 9780566086793,,,"English","Digital Identity Management: Technological, Bus. and Soc. Implications",Book Chapter,"Final","",Scopus,2-s2.0-85076973162
"Gros V., De Goede M., Işleyen B.","57194106706;6603594371;56111246600;","The snowden files made public: A material politics of contesting surveillance",2017,"International Political Sociology","11","1",,"73","89",,9,"10.1093/ips/olw031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018767769&doi=10.1093%2fips%2folw031&partnerID=40&md5=44fd3ba20a46d18cbb9046d78f481816","University of Amsterdam, Netherlands","Gros, V., University of Amsterdam, Netherlands; De Goede, M., University of Amsterdam, Netherlands; Işleyen, B., University of Amsterdam, Netherlands","In the wake of the disclosures by Edward Snowden about NSA surveillance practices, a series of public hearings was held before the Civil Liberties, Justice, and Home Affairs (LIBE) Committee of the European Parliament in 2013-2014. These hearings offer a wealth of information concerning the details of Snowden's claims, their implications for privacy rights, and the way in which the transatlantic political dialogue on these issues is unfolding. However, they have yet to receive academic attention. This article suggests that the LIBE Hearings were an important platform that rendered the contested Snowden files into public evidence of contemporary surveillance practices. Drawing on the concept of ""material publics"" proposed by Noortje Marres and others, we examine how the material setting of LIBE was crucial to the ways in which the Snowden files were made public in Europe. Valid evidence was produced, legal issues were identified, technological solutions were fostered, and responsibilities were enacted and denied.",,,"Horizon 2020 Framework Programme, H2020; European Research Council, ERC: 682317","Many thanks to participants at the ""Foucault and European Studies"" workshop at Kiel University for their comments and suggestions, especially Luis Lobo-Guerrero and Didier Bigo. Two anonymous reviewers for IPS offered valuable comments. Financial support is acknowledged from the European Research Council (ERC), CoG-682317.",,,,,,,,,,,,"Oxford University Press",17495679,,,,"English","Int. J. Polit. Sociol.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85018767769
"Wilson D.","7410083971;","Border militarization, technology and crime control",2017,"The Routledge Handbook on Crime and International Migration",,,,"141","154",,,"10.4324/9780203385562-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087688413&doi=10.4324%2f9780203385562-10&partnerID=40&md5=0335e1ac11ac37337017263c724bd0a6","Criminology and Criminal Justice, Plymouth University, United Kingdom","Wilson, D., Criminology and Criminal Justice, Plymouth University, United Kingdom","This chapter begins with an account of what is conventionally understood as border militarization: The fortification of the border and the involvement of military and para-military personnel in border control. This will be followed – using the European Border Surveillance System as a case-study – with an examination of how militarized pre-emptive logics, with evident affinities to those emerging from the ‘Revolution in Military Affairs’, inform the design and operationalization of informatized and militarized border control. The chapter examines how the ‘virtual border’ is militarized, drawing upon Amoore’s notion of ‘algorithmic war’. The militarization of the border through naval interdiction practices is evident in other borderzones, notably in the USA and Australia. The advent of high-technology border surveillance systems that integrate hardware and software evidences how border militarization is both material and virtual. The chapter concludes with a consideration of the limits, trends and consequences of high-technology border militarization in the Global North. © 2015 selection and editorial material, Sharon Pickering and Julie Ham. All rights reserved.",,,,,,,,,,,,,,"Wilson, D.; Criminology and Criminal Justice, United Kingdom",,"Taylor and Francis",,9781135924331; 9780415823944,,,"English","The Routledge Handb. On Crime and International Migr.",Book Chapter,"Final","",Scopus,2-s2.0-85087688413
"Ceyhan A.","6701378182;","Policing by dossier: Identification and surveillance in an era of uncertainty and fear",2017,"Controlling Frontiers: Free Movement Into and Within Europe",,,,"209","232",,5,"10.4324/9781315259321-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082273333&doi=10.4324%2f9781315259321-7&partnerID=40&md5=e6e1bfe29c8277d714f1d9a518c0eb5e","University of Paris, France","Ceyhan, A., University of Paris, France","Governments affirm that the underlying idea is to modernize the cumbersome bureaucracy by making it easy to obtain personal information through nationwide databases. This chapter analyzes the appetite for identification and identity in the context of a post-bipolar, post-Westphalian and globalized world. It examines how it is intrinsically related to the transformations of security preoccupations and to the perceptions of the enemy in the new context as well as to the fear of the unknown and uncertainty. Schengen Information System (SIS) is a computerized information system on persons, stolen vehicles, and objects for the use of border control authorities, customs, and national police. It relies on increased policing behind borders and extensive cross-border police cooperation between Schengen members. The chapter asserts that the enhanced development of identification and surveillance technologies leads to the creation of what Laudon calls a ""dossier society"". It concludes by stressing the shift to a new form of surveillance generated by these transformations. © Didier Bigo and Elspeth Guild 2005.",,,,,,,,,,,,,,"Ceyhan, A.; University of ParisFrance; email: ayseceyhan@hotmail.com",,"Taylor and Francis",,9781351948715; 9780754630111,,,"English","Controlling Frontiers: Free Movement Into and Within Europe",Book Chapter,"Final","",Scopus,2-s2.0-85082273333
"Bigo D., Guild E.","6507121142;6508147687;","Policing at a distance: Schengen visa policies",2017,"Controlling Frontiers: Free Movement Into and Within Europe",,,,"233","263",,73,"10.4324/9781315259321-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082256351&doi=10.4324%2f9781315259321-8&partnerID=40&md5=45ee013250949a5fd10d61acaf3050dc","Sciences-Po, France; University of Nijmegen, Netherlands","Bigo, D., Sciences-Po, France; Guild, E., University of Nijmegen, Netherlands","This chapter examines how the technologies of control are now far from the borders and could therefore be defined more precisely as remote control tools. It focuses on the European Union's (EU's) Schengen visa policy as the main example of current frontier control technologies as well as on their efficiency and legitimacy. The technologies of control are nowadays used abroad to police the people. This policing, however, is not carried out by official policemen. The chapter deals with the question of how transnational networks of professionals of (in)security of the European Union frontiers may transform the present control and surveillance situation. It analyzes the nature of their relationship with American professionals of politics and their policy. The chapter analyzes that the policies governing the issuing of visas and the developing of policing at a distance by the professionals of (in)security management. © Didier Bigo and Elspeth Guild 2005.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781351948715; 9780754630111,,,"English","Controlling Frontiers: Free Movement Into and Within Europe",Book Chapter,"Final","",Scopus,2-s2.0-85082256351
"Lehtonen P., Aalto P.","57195427739;57214957335;","Smart and secure borders through automated border control systems in the EU? The views of political stakeholders in the Member States",2017,"European Security","26","2",,"207","225",,17,"10.1080/09662839.2016.1276057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056438664&doi=10.1080%2f09662839.2016.1276057&partnerID=40&md5=4699cc0df4603c4e39113096b73b6d08","School of Management, University of Tampere, Tampere, Finland","Lehtonen, P., School of Management, University of Tampere, Tampere, Finland; Aalto, P., School of Management, University of Tampere, Tampere, Finland","The European Commission launched the “Smart Borders” policy process in 2011 to enhance border security in the European Union (EU) using technologisation and harmonisation. This includes the use of automated border control (ABC) systems. The Member States crucially shape the process, weighing security technologies and costs, privacy and rights, and further institutional choices. We examine the views of political stakeholders in four Member States by conducting a systematic empirical and comparative study unprecedented in the existing, political-theory-inspired research. In our Q methodological experiments, political stakeholders in Finland, Romania, Spain and the UK rank-ordered a sample of statements on Smart Borders, ABC and harmonisation. The factor analysis of the results yielded three main views: the first criticising ABC as a security technology, the second welcoming the security gains of automation and the third opposing harmonised border control. While impeding harmonisation, the results offer a consensus facilitating common policy. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Automated border control; border security; European Union; harmonisation; Q methodology; Smart Borders",,"Seventh Framework Programme, FP7: 312583; Tampereen Yliopisto, UTA; Seventh Framework Programme, FP7","This work at the University of Tampere has received funding from the European Union Seventh Framework Programme (FP7/2007?2013) under grant agreement 312583. This publication reflects the authors? views and not necessarily those of the European Union, nor is the European Union liable for any use that may be made of the information contained therein.",,,,,,,,,,"Lehtonen, P.; School of Management, 1 Kanslerinrinne, Finland; email: pinja.lehtonen@uta.fi",,"Taylor and Francis Ltd.",09662839,,,,"English","Eur. Secur.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85056438664
"Schindel E.","55576134700;","Migrants and refugees at the borders of europe: Qualifying through suffering, bare life and paradoxical agency [Migrantes e refugiados nas fronteiras da europa. Qualificação pelo sofrimento, vida destituída e agências paradoxais] [Migrantes y refugiados en las fronteras de europa. Cualificación por el sufrimiento, nuda vida y agencias paradójicas]",2017,"Revista de Estudios Sociales","2017","59",,"16","29",,8,"10.7440/res59.2017.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012215319&doi=10.7440%2fres59.2017.02&partnerID=40&md5=dcbca5bfea24aca4538a12dbd8c5691d","Universität Berlin (Alemania), Berlin, Germany","Schindel, E., Universität Berlin (Alemania), Berlin, Germany","This article focuses on the tension between the figure of the migrant and that of the refugee as they are being defined and disputed in Europe today. There is a stratification of legitimacies in terms of the right to access to the European Union (EU) that favors those who escape persecution or war and delegitimizes economic migrants. After presenting the genealogy of the refugee category, it analyzes the consequences of this dichotomy for managing those who cross the maritime border of Europe. What kind of strategies, agencies and subjectivities are mobilized by a border regime that favors suffering over enterprise? And what resources do travelers use, once they are reduced to the condition of bare life, to qualify to stay via the paradox of their own disqualification? Finally, the article mentions the challenges posed by the new biometric technologies of border control and raises the question of possible affinities between the refugee and other vulnerable social figures. © 2016, Universidad de los Andes, Bogota Colombia. All rights reserved.","Agency (author); Bare life; Borders; European union (Thesaurus); Migration; Refugees",,,,,,,,,,,,,"Schindel, E.; Universität Berlin (Alemania)Germany; email: estela.schindel@uni-konstanz.de",,"Universidad de los Andes, Bogota Colombia",0123885X,,,,"Spanish","Rev. Estud. Soc.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85012215319
"Jeandesboz J.","23099977000;","Smartening border security in the European Union: An associational inquiry",2016,"Security Dialogue","47","4",,"292","309",,49,"10.1177/0967010616650226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982924133&doi=10.1177%2f0967010616650226&partnerID=40&md5=16ee3d888429ccdca3a0699037d02e3c","Université libre de Bruxelles (ULB), Belgium","Jeandesboz, J., Université libre de Bruxelles (ULB), Belgium","This contribution asks how the reliance on mass dataveillance of travellers is sustained as a central policy option in the governance of EU border security. It examines this question by analysing a recent initiative of the European Commission proposing the establishment of EU ‘smart borders’. The analysis draws from a set of thinking tools developed by the sociology of association in the field of science and technology studies. The contribution argues that in order to grasp policy outcomes such as smart borders, security studies would benefit from adopting a compositional outlook on agency, where action is seen as the effect of associated entities. Looking at the smartening of EU borders, the article finds that this process is held together by multiple translations and enrolments through which the technical side of dataveillance – platforms, automated gates, matching systems, and so forth – has become associated with the processes of policymaking on border security and sustains the furtherance of mass dataveillance. © 2016, © The Author(s) 2016.","European Union; smart borders; sociology of association; surveillance; technology",,,,,,,,,,,,,"Jeandesboz, J.; Université libre de Bruxelles (ULB), Av. F.D. Roosevelt 39, CP 172/01, Belgium; email: julien.jeandesboz@ulb.ac.be",,"SAGE Publications Ltd",09670106,,SDIAE,,"English","Secur. Dialogue",Article,"Final","",Scopus,2-s2.0-84982924133
"La Fors-Owczynik K.","56815118100;","Monitoring migrants or making migrants 'misfit'? Data protection and human rights perspectives on Dutch identity management practices regarding migrants",2016,"Computer Law and Security Review","32","3",,"433","449",,6,"10.1016/j.clsr.2016.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966508401&doi=10.1016%2fj.clsr.2016.01.010&partnerID=40&md5=3352d043b607868a22e3e901e84b5aa9","Tilburg Institute for Law, Technology and Society (TILT), Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands","La Fors-Owczynik, K., Tilburg Institute for Law, Technology and Society (TILT), Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands","Record numbers of migrants and refugees fleeing violence and poverty in parts of Africa and the Middle East present the European Union with unprecedented challenges, including in determining their identity as well as status. In recent years problems of identifying immigrants have been addressed in order to fight identity fraud and illegal entry of migrants. As a result, a wide variety of digital systems have been introduced to orchestrate an effective, preventative modus of identification of migrants. Digital systems are in particular geared towards spotting those migrants who (are about to) commit identity fraud or who enter the territory of EU member states illegally. Although the key aim of the digital systems is framed to protect the administrative, geographic and legal borders of the member state and the safety of its population, empirically based studies demonstrate that these systems bring new risks for migrants themselves. This article intends to contribute to the discussion on the use of digital systems for managing the movement of migrants by analysing identification and risk assessment systems from the perspective of the new European data protection regime and the European Convention on Human Rights. For this purpose, two identification systems - the so-called INS console within the Dutch immigration and border sector, and the PROGIS console within the law enforcement sector - are analysed. A third is the Advanced Passenger Information system operated at Schiphol Airport by border control and immigration services. Against the background of the position of many migrants finding themselves at risk in their home country and of the two legislative frameworks mentioned above, this article addresses two issues. First, the analysis focuses on how migrants are perceived by digital monitoring practices: are they themselves at risk, non-risk or do they pose a risk? In the EU, migrants must prove that their case is worthy of asylum status because they are 'at risk' from political unrest or other life-threatening circumstances in their home country. Yet, empirical data gathered through semi-structured interviews show that simply abiding by the standards during an enrolment process of the INS console, rather than being 'at risk', a migrant can easily be categorised as 'posing a risk' (La Fors-Owczynik & Van der Ploeg, 2015). Second, this article aims to investigate what the capacity of the new data protection regime is in protecting migrants from being framed as 'a risk' or a 'misfit' stemming from the use of digital systems. Given this second aim, the following discussion also intends to explore the extent to which the European Convention on Human Rights can provide an additional legal remedy for migrants being digitally categorised in a manner that is detrimental to them. © 2016 Karolina La Fors-Owczynik.","Biometrics; Border control; Data protection; Human rights; Identification; Immigration; Law enforcement; Migrants; Profiling; Risk","Air navigation; Biometrics; Crime; Data privacy; Identification (control systems); Law enforcement; Laws and legislation; Risks; Social aspects; Border control; Human rights; Immigration; Migrants; Profiling; Risk assessment","European Research Council, ERC; Seventh Framework Programme, FP7: 201853","This article is based on research conducted during the DigIDeas project. Funding for this project was granted to Dr. Irma van der Ploeg by the European Research Council under the European Union's Seventh Framework Programme (FP7 2007–2013)/Grant No. 201853 /. Prof. Corien Prins has provided great support and very insightful comments on this article, for this I am particularly grateful for her.",,,,,,,,,,"La Fors-Owczynik, K.; Tilburg Institute for Law, P.O. Box 90153, Netherlands; email: K.LaFors@uvt.nl",,"Elsevier Ltd",02673649,,CLSRE,,"English","Comput Law Secur. Rev.",Article,"Final","",Scopus,2-s2.0-84966508401
"Hangan T.L., Badiu D., Vladareanu R., Tampa M., Georgescu S.R., Bohiltea R., Navolan D., Vladareanu S.","55658254500;22940452000;15833706100;55324899600;35253504000;54413785000;6603313058;56480665300;","Assisted reproductive technology in Europe: Research, legal and ethical aspects",2016,"Gineco.eu","12","2",,"67","70",,1,"10.18643/gieu.2016.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974569625&doi=10.18643%2fgieu.2016.67&partnerID=40&md5=fbbcd9d10164510e691ea90bf4f10069","Faculty of Medicine, Ovidius University of Constanta, Romania; Department of Obstetrics and Gynecology, Elias University Hospital, Carol Davila University of Medicine and Pharmacy, Bucharest, Romania; Carol Davila University of Medicine and Pharmacy, Bucharest, Victor Babes Hospital, Bucharest, Romania; Department of Obstetrics and Gynecology, University Emergency Hospital, Bucharest, Romania; Department of Obstetrics-Gynecology and Neonatology, Victor Babes University of Medicine and Pharmacy Timisoara, City Emergency Clinical Hospital, Timisoara, Romania; Department of Neonatology, Elias University Hospital, Carol Davila University of Medicine and Pharmacy, Bucharest, Romania","Hangan, T.L., Faculty of Medicine, Ovidius University of Constanta, Romania; Badiu, D., Faculty of Medicine, Ovidius University of Constanta, Romania; Vladareanu, R., Department of Obstetrics and Gynecology, Elias University Hospital, Carol Davila University of Medicine and Pharmacy, Bucharest, Romania; Tampa, M., Carol Davila University of Medicine and Pharmacy, Bucharest, Victor Babes Hospital, Bucharest, Romania; Georgescu, S.R., Carol Davila University of Medicine and Pharmacy, Bucharest, Victor Babes Hospital, Bucharest, Romania; Bohiltea, R., Department of Obstetrics and Gynecology, University Emergency Hospital, Bucharest, Romania; Navolan, D., Department of Obstetrics-Gynecology and Neonatology, Victor Babes University of Medicine and Pharmacy Timisoara, City Emergency Clinical Hospital, Timisoara, Romania; Vladareanu, S., Department of Neonatology, Elias University Hospital, Carol Davila University of Medicine and Pharmacy, Bucharest, Romania","Aim: Infertility, its treatment and family planning affect the fundamental right to procreate. For this reason, discussions on developing the legislative framework governing these matters are highly sensitive and subject to ethical controversy. At a European level there are numerous ethical challenges related to assisted reproductive technology (ART) but none related into uniform manner to be acceptable by all member countries. Methods: In this respect, we review the current legislation of the following twenty-six European countries which are also into Shengen Area: Austria, Belgium, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxemburg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweeden, Switzerland, other four European countries that do not form part of the Schengen Area, Bulgaria, Croatia, Cyprus and Romania and other two like Ireland and the United Kingdom. Results: Twenty-four of the European Union member states (i.e. Belgium, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Liechtenstein, Netherlands, Norway, Portugal, Slovakia, Slovenia, Spain, Sweeden, Switzerland, Bulgaria, Croatia and United Kingdom) have reported the existence of specific legislation, while 8 countries (i.e. Cyprus, Ireland, Lithuania, Luxembourg, Malta, Poland, Romania, Latvia) have reported that no specific legislation exists, only general legislation covering ART procedures. Conclusions: We propose that legal systems should supplement the existing laws and adapt it to the unique challenges presented by ART, so that society may benefit from the application of ART advancement in a socially responsible and uniform ethical manner. © 2016 Romanian Society of Ultrasonography in Obstetrics and Gynecology.","Assisted reproduction; Ethical aspects; Europe; Research","Article; assisted reproductive technology; consensus development; cryopreservation; economic aspect; Europe; health care policy; human; infertility; law; legal aspect; medical ethics; medical research; nidation; reproduction; reproductive health; sperm donor",,,,,,,,,,,,"Hangan, T.L.; Faculty of Medicine, Romania; email: tonyhangan@yahoo.com",,"Versa Puls media Network",23442379,,,,"English","Gineco.eu",Article,"Final","",Scopus,2-s2.0-84974569625
"Tsianos V.S., Kuster B.","36199134000;57189867564;","Eurodac in Times of Bigness: The Power of Big Data within the Emerging European IT Agency",2016,"Journal of Borderlands Studies","31","2",,"235","249",,11,"10.1080/08865655.2016.1174606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975454486&doi=10.1080%2f08865655.2016.1174606&partnerID=40&md5=399e93dab358dad70096e92202da82b3","Universität Hamburg, Fakultät Wirtschafts- und Sozialwissenschaften, Fachbereich Sozialwissenschaften, Programmbereich Soziologie, Germany; Artist & Independent Researcher, Berlin, Germany","Tsianos, V.S., Universität Hamburg, Fakultät Wirtschafts- und Sozialwissenschaften, Fachbereich Sozialwissenschaften, Programmbereich Soziologie, Germany; Kuster, B., Artist & Independent Researcher, Berlin, Germany","Private and government sectors are operating hand in hand for biometric identity assurance solutions to meet security requirements at borders, for elections or for the private sector. Our paper will explore Eurodac, a large biometric information database concerning asylum applications and irregular border crossings, as part of the emerging European Big Data Economy. Drawing on the concept of the digital border and of the surveillance assemblage (Haggerty, Kevin D., and Richard V. Ericson. 2000. The Surveillant Assemblage. British Journal of Sociology 51, no. 4: 605–22) we understand Eurodac not only as a technological border but as inflected by social, symbolic, organizational and juridical cultures, practices, and imaginaries that are beyond the literal realm of the electronic space. Our paper investigates the dynamics of big data in the context of the integration of Eurodac within the larger framework of the European Agency for the operational management of large-scale IT systems in the area freedom, security and justice (EU-LISA). EU-LISA is the operational platform of three large-scale European databases with regards to foreigners and their mobility within and towards Europe, namely Eurodac, the Schengen Information System (SIS II) and the Visa Information System (VIS). This paper tries to outline some of the problems brought about when processing big amounts of data for the purpose of European immigration and identification policies. © 2016 Association for Borderlands Studies.",,,,,,,,,,,,,,"Tsianos, V.S.; University of Applied Sciences Kiel, Sokratesplatz 1, Germany; email: Vassilis.Tsianos@FH-Kiel.de",,"Routledge",08865655,,,,"English","J. Borderl. Stud.",Article,"Final","",Scopus,2-s2.0-84975454486
