id,node_name,node_type,node_centrality_closeness,node_centrality_betweenness,node_centrality_degree
co_67,Grundpersonalien.geburtsangaben.tagDerGeburt,code,NaN,NaN,NaN
co_68,Grundpersonalien.geburtsname,code,NaN,NaN,NaN
co_69,Grundpersonalien.geschlecht,code,NaN,NaN,NaN
co_70,Grundpersonalien.schreibweiseNameNachDtRecht,code,NaN,NaN,NaN
co_71,Grundpersonalien.staatsangehoerigkeit,code,NaN,NaN,NaN
co_72,Grundpersonalien.vorname,code,NaN,NaN,NaN
co_173,IntegrationsUndArbeitsvermittlungsdatean.nerkennung,code,NaN,NaN,NaN
co_174,IntegrationsUndArbeitsvermittlungsdaten.beginn,code,NaN,NaN,NaN
co_175,IntegrationsUndArbeitsvermittlungsdaten.beruf,code,NaN,NaN,NaN
co_176,IntegrationsUndArbeitsvermittlungsdaten.dauer,code,NaN,NaN,NaN
co_177,IntegrationsUndArbeitsvermittlungsdaten.ende,code,NaN,NaN,NaN
co_178,IntegrationsUndArbeitsvermittlungsdaten.gradDerSprachkenntnis,code,NaN,NaN,NaN
co_179,IntegrationsUndArbeitsvermittlungsdaten.integrationsUndArbeitsvermittlungsdatenArt,code,NaN,NaN,NaN
co_180,IntegrationsUndArbeitsvermittlungsdaten.kursabschluss,code,NaN,NaN,NaN
co_181,IntegrationsUndArbeitsvermittlungsdaten.kursart,code,NaN,NaN,NaN
co_182,IntegrationsUndArbeitsvermittlungsdaten.loeschdatum,code,NaN,NaN,NaN
co_183,IntegrationsUndArbeitsvermittlungsdaten.schulabschluss,code,NaN,NaN,NaN
co_184,IntegrationsUndArbeitsvermittlungsdaten.schulart,code,NaN,NaN,NaN
co_185,IntegrationsUndArbeitsvermittlungsdaten.sprache,code,NaN,NaN,NaN
co_186,IntegrationsUndArbeitsvermittlungsdaten.staat,code,NaN,NaN,NaN
co_236,Meldestatus.aktenzeichen,code,NaN,NaN,NaN
co_237,Meldestatus.ereignisdatum,code,NaN,NaN,NaN
co_238,Meldestatus.meldestatusArt,code,NaN,NaN,NaN
co_239,Meldestatus.vorherAktenfuehrendeBehoerde,code,NaN,NaN,NaN
co_244,PassrechtlicheMassnahme.befristungsdatum,code,NaN,NaN,NaN
co_245,PassrechtlicheMassnahme.dokumentNummer,code,NaN,NaN,NaN
co_246,PassrechtlicheMassnahme.ereignisdatum,code,NaN,NaN,NaN
co_247,PassrechtlicheMassnahme.loeschdatum,code,NaN,NaN,NaN
co_248,PassrechtlicheMassnahme.passrechtlicheMassnahmeArt,code,NaN,NaN,NaN
co_250,Sicherheitsleistung.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_251,Sicherheitsleistung.ereignisdatum,code,NaN,NaN,NaN
co_252,Sicherheitsleistung.loeschdatum,code,NaN,NaN,NaN
co_253,Sicherheitsleistung.sicherheitsleistungArt,code,NaN,NaN,NaN
co_254,Sicherheitsleistung.vorhaltendeBehoerde,code,NaN,NaN,NaN
co_255,Straftatverdacht.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_256,Straftatverdacht.loeschdatum,code,NaN,NaN,NaN
co_257,Straftatverdacht.straftatverdachtArt,code,NaN,NaN,NaN
co_258,Suchvermerk.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_259,Suchvermerk.befristungsdatum,code,NaN,NaN,NaN
co_260,Suchvermerk.sichtbarkeitDesSuchvermerks,code,NaN,NaN,NaN
co_261,Suchvermerk.suchvermerkArt,code,NaN,NaN,NaN
co_326,UnerlaubteEinreiseUndAufenthalt.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_327,UnerlaubteEinreiseUndAufenthalt.einreisestaat,code,NaN,NaN,NaN
co_328,UnerlaubteEinreiseUndAufenthalt.ereignisdatum,code,NaN,NaN,NaN
co_329,UnerlaubteEinreiseUndAufenthalt.loeschdatum,code,NaN,NaN,NaN
co_330,UnerlaubteEinreiseUndAufenthalt.unerlaubteEinreiseUndAufenthaltArt,code,NaN,NaN,NaN
co_331,Verpflichtungserklaerung.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_332,Verpflichtungserklaerung.ereignisdatum,code,NaN,NaN,NaN
co_333,Verpflichtungserklaerung.loeschdatum,code,NaN,NaN,NaN
co_334,Verpflichtungserklaerung.verpflichtungserklaerungArt,code,NaN,NaN,NaN
co_335,Verpflichtungserklaerung.vorhaltendeBehoerde,code,NaN,NaN,NaN
co_336,VerurteilungWegenStraftaten.loeschdatum,code,NaN,NaN,NaN
co_337,VerurteilungWegenStraftaten.verurteilungWgStraftatenArt,code,NaN,NaN,NaN
co_340,WeiterePersonalien.abweichendeNamensschreibweise,code,NaN,NaN,NaN
co_341,WeiterePersonalien.aliaspersonalien,code,NaN,NaN,NaN
co_342,WeiterePersonalien.andererName,code,NaN,NaN,NaN
co_343,WeiterePersonalien.ausweispapier,code,NaN,NaN,NaN
co_344,WeiterePersonalien.familienstand,code,NaN,NaN,NaN
co_345,WeiterePersonalien.freiwilligeAngabeZurReligion,code,NaN,NaN,NaN
co_346,WeiterePersonalien.fruehererName,code,NaN,NaN,NaN
co_347,WeiterePersonalien.herkunftsland,code,NaN,NaN,NaN
co_348,WeiterePersonalien.personenbeschreibung,code,NaN,NaN,NaN
co_349,WeiterePersonalien.personenbeschreibung.augenfarbe,code,NaN,NaN,NaN
co_350,WeiterePersonalien.personenbeschreibung.koerpergroesse,code,NaN,NaN,NaN
co_351,ZurueckweisungZurueckschiebung.aktenzeichenMeldendeBehoerde,code,NaN,NaN,NaN
co_352,ZurueckweisungZurueckschiebung.befristungsangabe,code,NaN,NaN,NaN
co_353,ZurueckweisungZurueckschiebung.ereignisdatum,code,NaN,NaN,NaN
co_354,ZurueckweisungZurueckschiebung.loeschdatum,code,NaN,NaN,NaN
co_355,ZurueckweisungZurueckschiebung.zurueckweisungZurueckschiebungArt,code,NaN,NaN,NaN
co_356,Zustaendigkeit.zustaendigeAufnahmeeinrichtung,code,NaN,NaN,NaN
co_357,Zustaendigkeit.zustaendigeAufnahmeeinrichtungFreitext,code,NaN,NaN,NaN
co_358,Zustaendigkeit.zustaendigeAuslaenderbehoerde,code,NaN,NaN,NaN
co_359,Zustaendigkeit.zustaendigeAuslaenderbehoerdeFreitext,code,NaN,NaN,NaN
co_360,Zustaendigkeit.zustaendigesBundesland,code,NaN,NaN,NaN
co_361,Zustaendigkeit.zustaendigesJugendamtEndgueltig,code,NaN,NaN,NaN
co_362,Zustaendigkeit.zustaendigesJugendamtEndgueltigFreitext,code,NaN,NaN,NaN
co_363,Zustaendigkeit.zustaendigesJugendamtVorlaeufig,code,NaN,NaN,NaN
co_364,Zustaendigkeit.zustaendigesJugendamtVorlaeufigFreitext,code,NaN,NaN,NaN
co_367,ablehnungFeststellungDeutscheStaatsangehoerigkeit,code,NaN,NaN,NaN
co_391,aussiedlerangelegenheit,code,NaN,NaN,NaN
co_492,einreisebedenken,code,NaN,NaN,NaN
co_511,familienverband,code,NaN,NaN,NaN
co_521,fingerabdruck,code,NaN,NaN,NaN
co_541,herkunftsland.letzterWohnortHerkunftsland,code,NaN,NaN,NaN
co_542,herkunftsland.staatLetzterWohnort,code,NaN,NaN,NaN
co_555,kontakt,code,NaN,NaN,NaN
co_556,kontakt.hauptEmailadresse,code,NaN,NaN,NaN
co_557,kontakt.hauptTelefonnummer,code,NaN,NaN,NaN
co_558,kontakt.weitereEmailadresse1,code,NaN,NaN,NaN
co_559,kontakt.weitereEmailadresse2,code,NaN,NaN,NaN
co_560,kontakt.weitereEmailadresse3,code,NaN,NaN,NaN
co_561,kontakt.weitereEmailadresse4,code,NaN,NaN,NaN
co_562,kontakt.weitereTelefonnummer1,code,NaN,NaN,NaN
co_563,kontakt.weitereTelefonnummer2,code,NaN,NaN,NaN
co_564,kontakt.weitereTelefonnummer3,code,NaN,NaN,NaN
co_565,kontakt.weitereTelefonnummer4,code,NaN,NaN,NaN
co_574,lichtbildAllgemein,code,NaN,NaN,NaN
co_575,lichtbildZuSuchvermerk,code,NaN,NaN,NaN
co_591,meldestatus,code,NaN,NaN,NaN
co_611,nichtIdentischMit,code,NaN,NaN,NaN
co_626,passrechtlicheMassnahme,code,NaN,NaN,NaN
co_690,sicherheitsleistung,code,NaN,NaN,NaN
co_696,straftatverdacht,code,NaN,NaN,NaN
co_700,suchvermerk,code,NaN,NaN,NaN
co_729,unerlaubteEinreiseUndAufenthalt,code,NaN,NaN,NaN
co_731,verpflichtungserklaerung,code,NaN,NaN,NaN
co_733,verurteilungWegenStraftaten,code,NaN,NaN,NaN
co_750,weiterePersonalien,code,NaN,NaN,NaN
co_763,zurueckweisungZurueckschiebung,code,NaN,NaN,NaN
co_764,zustaendigkeit,code,NaN,NaN,NaN
cf_11,asylum,code-group,0.5122,0,0.0244
cf_12,asylum: rejection,code-group,0.5122,0,0.0244
cf_14,biometrics,code-group,0.5122,0,0.0244
cf_16,biometrics: fingerprint data,code-group,0.5122,0,0.0244
cf_18,biometrics: photograph data,code-group,0.5122,0,0.0244
cf_19,birth data,code-group,0.5122,0,0.0244
cf_20,birth data: date of birth,code-group,0.5122,0,0.0244
cf_21,birth data: place of birth,code-group,0.5122,0,0.0244
cf_23,citizenship,code-group,0.5122,0,0.0244
cf_26,contact info,code-group,0.5122,0,0.0244
cf_27,country of origin,code-group,0.5122,0,0.0244
cf_29,criminal offence data,code-group,0.5122,0,0.0244
cf_34,education,code-group,0.5122,0,0.0244
cf_35,education: extent,code-group,0.5122,0,0.0244
cf_39,family status data,code-group,0.5122,0,0.0244
cf_42,integration,code-group,0.5122,0,0.0244
cf_43,language,code-group,0.5122,0,0.0244
cf_47,law enforcement,code-group,0.5122,0,0.0244
cf_48,law enforcement: extradition,code-group,0.5122,0,0.0244
cf_49,law enforcement: investigation,code-group,0.5122,0,0.0244
cf_50,law enforcement: unauthorized entry and residence,code-group,0.5122,0,0.0244
cf_52,linking data: EU,code-group,0.5122,0,0.0244
cf_55,linking data: responsibility,code-group,0.5122,0,0.0244
cf_60,name: earlier/other names,code-group,0.5122,0,0.0244
cf_61,name: forename,code-group,0.5122,0,0.0244
cf_63,name: surname,code-group,0.5122,0,0.0244
cf_64,name: variations,code-group,0.5122,0,0.0244
cf_65,nationality,code-group,0.5122,0,0.0244
cf_66,occupation data,code-group,0.5122,0,0.0244
cf_67,occupation data: current,code-group,0.5122,0,0.0244
cf_69,occupation data: past,code-group,0.5122,0,0.0244
cf_75,registration status,code-group,0.5122,0,0.0244
cf_76,religion,code-group,0.5122,0,0.0244
cf_79,residence,code-group,0.5122,0,0.0244
cf_80,residence: current,code-group,0.5122,0,0.0244
cf_81,residence: previous,code-group,0.5122,0,0.0244
cf_82,residency request data,code-group,0.5122,0,0.0244
cf_85,sex & gender,code-group,0.5122,0,0.0244
cf_92,travel document data,code-group,0.5122,0,0.0244
cf_97,travel: rejection or removal,code-group,0.5122,0,0.0244
